우체국구분코드,우체국우편번호,관내우체국명,지방청명,총괄국명,우체국주소,우체국전화번호,우체국FAX번호,우편영업시간,금융영업시간
31078,31152,천안봉명동우체국,충청청,동천안우체국,충남 천안시 동남구 봉정로 26,041-572-0014,041-572-9325,09:00~18:00,09:00~16:30
72033,37801,포항송도동우체국,경북청,포항우체국,경북 포항시 남구 송림로 5,054-283-3005,054-282-7674,09:00~18:00,09:00~16:30
30222,33458,보령우체국,충청청,보령우체국,충남 보령시 터미널길 29 (궁촌동),041-930-7777,0505-005-1753,09:00~18:00,09:00~16:30
31434,33520,보령웅천우체국,충청청,보령우체국,충남 보령시 웅천읍 장터7길 5 (대창리),041-933-2205,041-933-3300,09:00~18:00,09:00~16:30
31425,33412,오천우체국,충청청,보령우체국,충남 보령시 오천면 충청수영로 825 (소성리),041-932-4205,041-934-8916,09:00~18:00,09:00~16:30
31443,33517,주산우체국,충청청,보령우체국,충남 보령시 주산면 충서로 411-7(금암리),041-933-6205,041-931-4235,14:00~18:00,14:00~18:00
31407,33488,대천해수욕장우체국,충청청,보령우체국,충남 보령시 머드로 69 (신흑동),041-932-0202,041-931-4231,09:00~18:00,09:00~16:30
32717,33411,원산도우체국,충청청,보령우체국,충남 보령시 오천면 원산도3길 398 (원산도리),041-936-6205,041-936-6203,09:00~18:00,09:00~16:30
31416,33414,주포우체국,충청청,보령우체국,충남 보령시 주포면  보령읍성길 80-19(보령리),041-932-7205,041-933-6306,09:00~18:00,09:00~16:30
33714,33418,청소우체국,충청청,보령우체국,충남 보령시 청소면  청소큰길 185 (진죽리),041-932-9205,041-933-6686,09:00~18:00,09:00~16:30
33723,33512,미산우체국,충청청,보령우체국,충남 보령시 미산면 만수로 1102 (도화담리),041-933-4205,041-934-7666,09:00~18:00,09:00~16:30
33705,33402,천북출장소,충청청,보령우체국,충남 보령시 천북면 홍보로 462,041-641-9001,041-641-5331,14:00~18:00,14:00~18:00
33741,33424,청라출장소,충청청,보령우체국,충남 보령시 청라면 원모루길 223 (나원리),041-932-8205,041-934-8205,09:00~12:00,09:00~12:00
35030,33478,보령한내우편취급국,충청청,보령우체국,충남 보령시 작은오랏3길 7,041-936-2121,041-936-2121,09:00~18:00,미운영
35058,33452,보령주교우편취급국,충청청,보령우체국,충남 보령시 중앙로 210(대천동),041-932-3701,041-934-3702,09:00~18:00,미운영
72079,37933,포항구룡포우체국,경북청,포항우체국,경북 포항시 남구 구룡포읍 호미로 267,054-276-2005,054-276-9312,09:00~18:00,09:00~16:30
72097,37843,포항연일우체국,경북청,포항우체국,경북 포항시 남구 연일읍 연일로159번길 9,054-286-0252,054-285-1461,09:00~18:00,09:00~16:30
30017,34630,대전우체국,충청청,대전우체국,대전 동구 대전로 757 (원동),042-250-7114,042-256-9851,09:00~18:00,09:00~16:30
66633,46527,북부산우체국,부산청,북부산우체국,부산 북구 화명신도시로 89 (화명동),051-365-0864,051-365-0869,09:00~18:00,09:00~16:30
61236,46502,부산구포동우편취급국,부산청,북부산우체국,부산 북구 구포만세길 73 (구포동),051-343-2005,051-337-5001,09:00~18:00,미운영
61245,46576,부산덕천2동우체국,부산청,북부산우체국,"부산 북구 덕천2길 29 (덕천동, 덕천2동우체국)",051-341-3005,051-341-3018,09:00~18:00,09:00~16:30
61254,46571,부산만덕동우체국,부산청,북부산우체국,부산북구 만덕3로 48 (만덕동),051-341-2005,051-341-4315,09:00~18:00,09:00~16:30
61263,46516,부산화명2동우체국,부산청,북부산우체국,부산북구 양달로 62 (화명동),051-341-2007,051-361-2015,09:00~18:00,09:00~16:30
61272,46539,부산화명동우체국,부산청,북부산우체국,부산북구 금곡대로 182-1 (화명동),051-331-0205,051-331-6177,09:00~18:00,09:00~16:30
61281,46509,부산금곡동우체국,부산청,북부산우체국,부산북구 금곡대로 464 (금곡동),051-362-0014,051-362-1928,09:00~18:00,09:00~16:30
61290,46506,부산금곡본동우체국,부산청,북부산우체국,"부산 북구 효열로203번길 30 (금곡동, 부산금곡본동우체국)",051-362-0024,051-362-2066,09:00~18:00,09:00~16:30
65350,46504,부산구포2동우편취급국,부산청,북부산우체국,"부산 북구 낙동대로1582번길 5 (구포동, 부산구포2동취급국)",051-304-0077,051-304-0077,09:00~18:00,미운영
65369,46648,부산구남우편취급국,부산청,북부산우체국,"부산 북구 구남로14번길 62 (구포동, 부산구남취급국)",051-335-0110,051-334-0188,09:00~18:00,미운영
65378,46568,부산덕천동우편취급국,부산청,북부산우체국,"부산 북구 만덕대로90번길 13 (덕천동, 대방아파트)",051-333-0004,051-336-0345,09:00~18:00,미운영
65396,46613,부산만덕아파트우편취급국,부산청,북부산우체국,부산북구 상리로 39 (만덕동),051-334-0020,051-332-7781,09:00~18:00,미운영
64773,48787,부산초량6동우편취급국,부산청,동부산우체국,부산 동구 망양로 626 (초량동),051-468-0017,051-461-0035,09:30~17:30,미운영
64782,48714,부산수정5동우편취급국,부산청,동부산우체국,부산 동구 망양로 819-3 (수정동),051-468-3625,051-467-3135,09:00~17:00,미운영
62519,50206,야로우체국,부산청,합천우체국,경남 합천군 야로면 가야산로 346-1,055-932-6500,055-932-5935,09:00~18:00,09:00~16:30
60542,49227,부산서대신동우체국,부산청,부산우체국,부산 서구 구덕로 313,051-243-6001,051-243-6076,09:00~18:00,09:00~16:30
34597,34181,대전구암동우편취급국,충청청,대전유성우체국,대전 유성구 월드컵대로289번길 32 (구암동),042-823-8134,042-823-8135,09:00~18:00,미운영
32306,34059,제78군사우체국,충청청,대전유성우체국,대전 유성구 자운로 97번길 359,042-863-1195,042-863-1960,09:00~18:00,09:00~16:30
51427,59055,해남북평우체국,전남청,해남우체국,전남 해남군 북평면 달량진길 12,061-533-0801,061-535-0801,09:00~18:00,09:00~16:30
51392,59004,우수영우체국,전남청,해남우체국,전남 해남군 문내면 동영길 7,061-532-1101,061-535-1310,09:00~18:00,09:00~16:30
72177,37542,포항흥해우체국,경북청,포항우체국,경북 포항시 북구 흥해읍 흥해로 54-8,054-261-0001,054-262-4975,09:00~18:00,09:00~16:30
72622,37928,포항호미곶우체국,경북청,포항우체국,경북 포항시 남구 호미곶면 해맞이로 195-1,054-284-9801,054-284-4662,09:00~18:00,09:00~16:30
72631,37524,포항기북우체국,경북청,포항우체국,경북 포항시 북구 기북면 기북로 436,054-243-5001,054-242-0948,09:00~17:00,09:00~16:30
75178,37684,포항대이동우체국,경북청,포항우체국,경북 포항시 남구 대이로41번길 18,054-278-1921,054-278-1923,09:00~18:00,09:00~16:30
69401,63621,제주남원우체국,제주청,서귀포우체국,제주특별자치도서귀포시 남원읍 태위로 632,064-764-2005,064-764-2440,09:00~18:00,09:00~16:30
31112,31055,입장우체국,충청청,천안우체국,충남 천안시 서북구 입장면 하장4길 14,041-585-5400,041-585-5205,09:00~18:00,09:00~16:30
31087,31120,천안신부동우체국,충청청,동천안우체국,충남 천안시 동남구 터미널8길 3,041-552-3400,041-555-0427,09:00~18:00,09:00~16:30
31121,31254,병천우체국,충청청,동천안우체국,충남 천안시 동남구 병천면 충절로 1732,041-564-1400,041-561-1349,09:00~18:00,09:00~16:30
31130,31245,천안성남우체국,충청청,동천안우체국,충남 천안시 동남구 성남면 신사대화로 169,041-553-0400,041-554-2030,09:00~18:00,09:00~16:30
31149,31221,광덕우체국,충청청,동천안우체국,충남 천안시 동남구 광덕면 신흥리4길 50,041-567-0400,041-568-7624,09:00~18:00,09:00~16:30
35665,31128,천안대흥동우편취급국,충청청,동천안우체국,충남 천안시 동남구 대흥로 258,041-621-3353,041-621-3354,09:00~18:00,미운영
34828,31065,백석대학교우편취급국,충청청,동천안우체국,충남 천안시 동남구 백석대학로 1,041-550-0730,041-550-2317,09:00~18:00,미운영
34855,31176,천안서부우편취급국,충청청,동천안우체국,충남 천안시 동남구 서부대로 281,041-577-9665,041-577-9668,09:00~18:00,미운영
34882,31233,천안신계우편취급국,충청청,동천안우체국,충남 천안시 동남구 목천읍 충절로 813,041-558-9009,041-558-9008,09:00~18:00,미운영
33303,31231,목천우체국,충청청,동천안우체국,충남 천안시 동남구 목천읍 서리1길 49,041-557-2400,041-556-2402,09:00~18:00,09:00~16:30
33312,31238,천안북면우체국,충청청,동천안우체국,충남 천안시 동남구 북면 위례성로 661-5,041-553-3400,041-554-6861,09:00~18:00,09:00~16:30
33321,31258,천안동면우체국,충청청,동천안우체국,충남 천안시 동남구 동면 동산1길 25,041-523-4400,041-523-8088,09:00~18:00,09:00~16:30
30348,34665,대전 판암동우체국,충청청,대전우체국,대전 동구 동부로 35,042-273-2901,042-283-9902,09:00~18:00,09:00~16:30
30357,34620,대전삼성동우체국,충청청,대전우체국,대전 동구 우암로85번길 24,042-623-2005,042-621-2006,09:00~18:00,09:00~16:30
32904,34704,대전낭월동우체국,충청청,대전우체국,대전 동구 산내로 1323,042-272-7005,042-272-1480,09:00~18:00,09:00~16:30
34337,34589,대전성남2동취급국,충청청,대전우체국,대전 동구 계족로 328,042-673-1218,미운영,09:00~18:00,미운영
34346,34557,대전홍도동취급국,충청청,대전우체국,대전 동구 동산초교로 15,042-633-2301,미운영,09:00~18:00,미운영
34373,34698,대전산내취급국,충청청,대전우체국,대전 동구 대전로340번길 20,042-284-0777,042-283-0778,09:00~18:00,미운영
32913,34500,대전비룡동우체국,충청청,대전우체국,대전 동구 옥천로 427,042-274-1500,042-273-1473,09:00~18:00,09:00~16:30
72104,37945,포항장기우체국,경북청,포항우체국,경북 포항시 남구 장기면 읍내길 95,054-276-0002,054-276-1963,09:00~18:00,09:00~16:30
72122,37715,포항항구동우체국,경북청,포항우체국,경북 포항시 북구 삼호로 187,054-242-1278,054-231-1488,09:00~18:00,09:00~16:30
72131,37629,포항창포동우체국,경북청,포항우체국,경북 포항시 북구 새천년대로 1103,054-246-3100,054-231-3016,09:00~18:00,09:00~16:30
72140,37528,포항기계우체국,경북청,포항우체국,경북 포항시 북구 기계면 기계로 87,054-243-1001,054-243-0712,09:00~18:00,09:00~16:30
69036,63566,서귀포우체국,제주청,서귀포우체국,제주특별자치도 서귀포시 신중로 34 (강정동) (야간 ☏ 064-739-3915),064-739-3915,064-739-3916,09:00~18:00,09:00~16:30
69321,63643,성산포우체국,제주청,서귀포우체국,제주특별자치도서귀포시 성산읍 성산중앙로 42,064-782-2205,064-783-4864,09:00~18:00,09:00~16:30
74573,38610,대구한의대학교우편취급국,경북청,경산우체국,경북 경산시 한의대로 1(유곡동 290),053-819-1758,미운영,09:00~17:00,미운영
74537,38655,경산우방우편취급국,경북청,경산우체국,경북 경산시 대학로12길 9(정평동 138-12),053-812-6166,미운영,09:00~18:00,미운영
69287,63530,안덕우체국,제주청,서귀포우체국,제주특별자치도서귀포시 안덕면 화순로 109,064-794-9002,064-792-2339,09:00~18:00,09:00~16:30
69250,63545,서귀포중문동우체국,제주청,서귀포우체국,제주특별자치도서귀포시 천제연로 175 (중문동),064-738-5205,064-738-4317,09:00~18:00,09:00~16:30
69376,63520,서귀포안성우체국,제주청,서귀포우체국,제주특별자치도 서귀포시 대정읍 추사로12번길 28,064-794-5005,064-794-0203,09:00~18:00,09:00~16:30
73745,36506,영양청기우체국,경북청,영양우체국,경북 영양군 청기면 청기로 1617-6 (영양청기우체국),054-683-6001,054-683-4453,09:00~18:00,09:00~16:30
74911,37920,포항청림동우편취급국,경북청,포항우체국,경북 포항시 남구 청림서길 17-6,054-292-5570,054-292-5571,09:00~18:00,미운영
74948,37645,포항용흥동우편취급국,경북청,포항우체국,경북 포항시 북구 새마을로 98,054-243-9133,054-241-5728,09:00~18:00,미운영
74966,37573,포항법원우편취급국,경북청,포항우체국,경북 포항시 북구 법원로 181,054-250-3266,054-252-5355,09:00~18:00,미운영
74984,37696,포항득량동우편취급국,경북청,포항우체국,포항시 북구 양학로 41,054-272-7973,054-277-7890,09:00~18:00,미운영
75007,37554,포항한동대우편취급국,경북청,포항우체국,경북 포항시 북구 흥해읍 한동로 558,054-260-1266,054-260-1069,09:00~18:00,미운영
74073,37511,포항송라우체국,경북청,포항우체국,경북 포항시 북구 송라면 보경로 37,054-243-5502,054-243-5768,09:00~18:00,09:00~16:30
74082,37522,포항신광우체국,경북청,포항우체국,경북 포항시 북구 신광면 토성길 19,054-243-0001,054-241-1398,09:00~18:00,09:00~16:30
53083,59058,현산우체국,전남청,해남우체국,전남 해남군 현산면 현산북평로 107,061-532-7501,061-535-1332,09:00~18:00,09:00~16:30
57250,55349,완주용진우체국,전북청,완주우체국,전북특별자치도 완주군 용진읍 완주로 178,063-243-7000,063-244-5599,09:00~18:00,09:00~16:30
57269,55359,완주상관우체국,전북청,완주우체국,전북특별자치도 완주군 상관면 신리로 59,063-282-5000,063-232-0640,09:00~18:00,09:00~16:30
10186,05048,서울광진우체국,서울청,서울광진우체국,서울 광진구 강변역로 2 (구의동)  서울광진우체국,02-2049-0550,02-2049-0551,09:00~18:00,09:00~16:30
10266,04715,서울성동우체국,서울청,서울광진우체국,서울 성동구 왕십리로 303 (행당동),02-2292-0014,02-2292-2005,09:00~18:00,09:00~16:30
10882,04707,서울왕십리우체국,서울청,서울광진우체국,서울 성동구 마장로 194 (홍익동),02-2295-2050,02-2299-3422,09:00~18:00,09:00~16:30
10891,04748,서울마장동우체국,서울청,서울광진우체국,서울 성동구 고산자로 352 (마장동),02-2299-2005,02-2299-2050,09:00~18:00,09:00~16:30
33349,31217,풍세우체국,충청청,동천안우체국,충남 천안시 동남구 풍세면 풍년길 50,041-566-7400,041-566-0083,09:00~18:00,09:00~16:30
53538,59602,율촌우체국,전남청,여수우체국,전남 여수시 율촌면 동산개길 19,061-682-7000,061-686-1330,09:00~18:00,09:00~16:30
52308,59787,연도우체국,전남청,여수우체국,전남 여수시 남면 연도서부길 22,061-665-9600,061-666-1310,09:00~18:00,09:00~16:30
45447,13166,성남금동우편취급국,경인청,성남우체국,경기 성남시 중원구 금빛로100번길 2(금광동),031-741-0004,031-733-4949,09:00~18:00,미운영
43738,13105,성남고등동우체국,경인청,성남우체국,경기 성남시 수정구 대왕판교로982번길 2(고등동),031-723-8400,031-723-8464,09:00~18:00,09:00~16:30
56404,55326,완주봉동우체국,전북청,완주우체국,전북특별자치도 완주군 봉동읍 봉동로 157,063-262-2002,063-261-7730,09:00~18:00,09:00~16:30
53047,59020,해남마산우체국,전남청,해남우체국,전남 해남군 마산면 마산로 448,061-532-5201,061-534-2654,09:00~18:00,09:00~16:30
32057,28929,보은회인우체국,충청청,보은우체국,충북 보은군 회인면 회인로1길 4,043-542-9601,043-543-1302,09:00~18:00,09:00~16:30
32020,28925,보은원남우체국,충청청,보은우체국,충북 보은군 삼승면 삼승탄부로 7,043-542-6601,043-543-2591,09:00~18:00,09:00~16:30
32039,28963,마로우체국,충청청,보은우체국,충북 보은군 마로면 관기송현로 128,043-542-2601,043-543-4156,14:00~18:00,14:00~16:30
32048,28908,속리산우체국,충청청,보은우체국,충북 보은군 속리산면 법주사로 274,043-543-3801,043-542-5203,09:00~18:00,09:00~16:30
32824,28903,보은산외우체국,충청청,보은우체국,충북 보은군 산외면 구티1길 15,043-542-4601,043-542-4779,09:00~12:00,09:00~12:00
34122,28900,내북우체국,충청청,보은우체국,충북 보은군 내북면 남부로 6268,043-542-0601,043-542-0003,09:00~18:00,09:00~16:30
34168,28931,회남우체국,충청청,보은우체국,충북  보은군 회남면 사담길 25,043-542-8601,043-543-8601,09:00~18:00,09:00~16:30
34131,28960,탄부우체국,충청청,보은우체국,충북 보은군 탄부면 하장3길 6-6,043-542-7601,043-543-7601,09:00~18:00,09:00~16:30
34140,28912,보은장안우체국,충청청,보은우체국,충북 보은군 장안면 장안로 10-7,043-542-5601,043-543-9009,09:00~18:00,09:00~16:30
34159,28920,수한우체국,충청청,보은우체국,충북 보은군 수한면 후평바리미길 6,043-543-3501,043-543-4776,09:00~18:00,09:00~16:30
52273,59783,여수개도우체국,전남청,여수우체국,전남 여수시 화정면 개도화산1길 6,061-666-8600,061-666-1309,08:00~17:00,08:00~16:30
51785,59732,여수교동우체국,전남청,여수우체국,전남 여수시 충무로 46 (충무동),061-663-2100,061-666-1325,09:00~18:00,09:00~16:30
74564,38661,경산중산우편취급국,경북청,경산우체국,경북 경산시 경산로 261(중산동 568),053-814-1907,미운영,09:00~18:00,미운영
32977,32718,금산군북우체국,충청청,금산우체국,충남 금산군 군북면 군북로 717,041-753-2000,041-753-2054,09:00~18:00,09:00~16:30
57189,55405,진안용담우체국,전북청,진안우체국,전북특별자치도 진안군 용담면 안용로 999,063-433-7077,063-433-7079,09:00~18:00,09:00~16:30
56459,55451,진안마령우체국,전북청,진안우체국,전북특별자치도 진안군 마령면 임진로 2097,063-432-3501,063-432-4425,09:00~18:00,09:00~16:30
57107,55407,진안안천우체국,전북청,진안우체국,전북특별자치도 진안군 안천면 보한길 16,063-432-4001,063-432-4426,09:00~18:00,09:00~16:30
57447,55453,진안백운우체국,전북청,진안우체국,전북특별자치도 진안군 백운면 임진로 1322,063-432-5001,063-432-4427,09:00~18:00,09:00~16:30
72195,40235,울릉서면우체국,경북청,울릉우체국,경북 울릉군 서면 남양5길 29,054-791-4900,054-791-6820,09:00~18:00,09:00~16:30
72186,40219,울릉저동우체국,경북청,울릉우체국,경북 울릉군 울릉읍 울릉순환로 212-22,054-791-2238,054-791-6310,09:00~18:00,09:00~16:30
74091,40210,울릉천부우체국,경북청,울릉우체국,경북 울릉군 북면 천부길 18,054-791-6000,054-791-0862,09:00~18:00,09:00~16:30
70351,40221,울릉우체국,경북청,울릉우체국,경북 울릉군 울릉읍 도동2길 80,054-791-0510,0505-005-2063,09:00~18:00,09:00~16:30
40068,14546,부천우체국,경인청,부천우체국,경기 부천시 원미구 소향로 103,032-310-7020,0505-005-1317,09:00~18:00,09:00~16:30
35576,34069,대전노은2동우체국,충청청,대전유성우체국,대전 유성구 반석동로 53 (반석동),042-825-0286,042-825-0287,09:00~18:00,09:00~16:30
69296,63510,모슬포우체국,제주청,서귀포우체국,제주특별자치도서귀포시 대정읍 상모로 316,064-794-2005,064-794-3282,09:00~18:00,09:00~16:30
30213,32247,홍성우체국,충청청,홍성우체국,충남 홍성군 홍성읍 내포로 111,041-632-2005,041-633-2006,09:00~18:00,09:00~16:30
31390,32292,광천우체국,충청청,홍성우체국,충남 홍성군 광천읍 홍남로 683,041-641-2005,041-641-2800,09:00~18:00,09:00~16:30
31363,32213,구항우체국,충청청,홍성우체국,충남  홍성군 구항면 구항길 45,041-632-7001,041-631-4322,09:00~18:00,09:00~16:30
31372,32202,갈산우체국,충청청,홍성우체국,충남  홍성군 갈산면 갈산로 98-1,041-633-2001,041-631-4321,09:00~18:00,09:00~16:30
31381,32212,결성우체국,충청청,홍성우체국,충남  홍성군 결성면 구성남로 1,041-642-8001,041-642-8005,09:00~18:00,09:00~16:30
33652,32280,홍성금마우체국,충청청,홍성우체국,충남  홍성군 금마면 금북로 16,041-633-7001,041-634-8470,09:00~18:00,09:00~16:30
33661,32278,홍북우체국,충청청,홍성우체국,충남 홍성군 홍북읍 홍북로 447,041-632-9001,041-633-1372,09:00~18:00,09:00~16:30
33670,32204,서부우체국,충청청,홍성우체국,충남 홍성군 서부면 이호1길 13,041-632-8001,041-633-8746,09:00~18:00,09:00~16:30
33689,32210,은하우체국,충청청,홍성우체국,충남  홍성군 은하면 은하로 249,041-642-4001,041-642-8296,09:00~18:00,09:00~16:30
33698,32298,장곡우체국,충청청,홍성우체국,충남 홍성군 장곡면 홍남동로474번길 1,041-642-5001,041-642-2222,09:00~18:00,09:00~16:30
35003,32232,홍성역전우편취급국,충청청,홍성우체국,충남 홍성군 홍성읍 조양로 198,041-633-8817,041-633-8817,09:00~18:00,미운영
35012,32244,홍성남장우편취급국,충청청,홍성우체국,충남 홍성군 홍성읍 충서로1159번길 7,041-631-0007,041-631-0203,09:00~18:00,미운영
20753,26101,나전우체국,강원청,정선우체국,강원특별자치도 정선군 북평면 북평7길 18,033-562-3701,033-562-3708,09:00~18:00,09:00~16:30
20762,26116,화암우체국,강원청,정선우체국,강원특별자치도 정선군 화암면 그림바위길 56,033-562-2005,033-562-2008,09:00~18:00,09:00~16:30
20780,26153,정선사북우체국,강원청,정선우체국,강원특별자치도 정선군 사북읍 사북중앙로 12,033-592-2001,033-592-1800,09:00~18:00,09:00~16:30
60748,47842,부산사직동우체국,부산청,동래우체국,부산 동래구 아시아드대로 154,051-502-3820,051-502-2914,09:00~18:00,09:00~16:30
64951,47859,부산사직1동우편취급국,부산청,동래우체국,부산 동래구 사직북로 42,051-501-0016,051-501-4588,09:00~18:00,미운영
60248,50445,밀양우체국,부산청,밀양우체국,경남 밀양시 중앙로 84 (가곡동),055-350-3110,0505-005-1581,09:00~18:00,09:00~16:30
70539,41562,대구복현동우체국,경북청,북대구우체국,대구북구 경진로 5,053-952-0990,053-954-1646,09:00~18:00,09:00~16:30
70548,41596,대구고성동우체국,경북청,북대구우체국,대구북구 원대로 60,053-357-4821,053-352-5530,09:00~18:00,09:00~16:30
70566,41558,대구노원동우체국,경북청,북대구우체국,대구북구 팔달로 195,053-357-4122,053-353-6405,09:00~18:00,09:00~16:30
70575,41438,대구읍내동우체국,경북청,북대구우체국,대구북구 구암로15길 16,053-321-9437,053-323-4727,09:00~18:00,09:00~16:30
70584,41403,대구칠곡우체국,경북청,북대구우체국,대구북구 칠곡중앙대로 577,053-324-0001,053-323-3745,09:00~18:00,09:00~16:30
70593,41431,대구동천동우체국,경북청,북대구우체국,대구북구 동천로 3,053-321-9606,053-323-6501,09:00~18:00,09:00~16:30
75169,41476,대구서변동우체국,경북청,북대구우체국,대구북구 호국로43길 17,053-951-9930,053-951-9932,09:00~18:00,09:00~16:30
74233,41477,대구무태우편취급국,경북청,북대구우체국,대구북구 호국로51길 45-6,053-951-1088,미운영,09:00~18:00,미운영
69572,63535,중문관광단지우편취급국,제주청,서귀포우체국,제주특별자치도 서귀포시 중문관광로110번길 15,064-738-4979,미운영,09:00~18:00,미운영
40095,15079,시흥우체국,경인청,시흥우체국,경기 시흥시 공단1대로 241 (정왕동),031-8041-2700,031-319-2801,09:00~18:00,09:00~16:30
53074,59002,해남화원우체국,전남청,해남우체국,전남 해남군 화원면 청용2길 7,061-532-0001,061-535-2144,09:00~18:00,09:00~16:30
10908,04723,서울금호동우체국,서울청,서울광진우체국,서울 성동구 금호로11길 2 (금호동2가),02-2236-0020,02-2237-9042,09:00~18:00,09:00~16:30
70306,36432,영덕우체국,경북청,영덕우체국,경북 영덕군 영덕읍 덕곡길 90,054-730-2031,0505-005-2036,09:00~18:00,09:00~16:30
73763,36463,영덕남정우체국,경북청,영덕우체국,경북  영덕군 남정면 진불길 27,054-732-5202,054-734-0545,09:00~18:00,09:00~16:30
73772,36404,영덕병곡우체국,경북청,영덕우체국,경북 영덕군 병곡면 병곡길 40,054-732-2002,054-734-0546,09:00~18:00,09:00~16:30
73781,36444,영덕지품우체국,경북청,영덕우체국,경북  영덕군 지품면 경동로 7159,054-732-3004,054-734-0547,09:00~18:00,09:00~16:30
73790,36401,영덕창수우체국,경북청,영덕우체국,경북  영덕군 창수면 창수영해로 21,054-732-6002,054-734-0548,09:00~18:00,09:00~16:30
35361,31172,천안쌍용2동우체국,충청청,천안우체국,충남 천안시 서북구 월봉로 82 (쌍용동),041-579-4900,041-579-4902,09:00~18:00,09:00~16:30
40282,18135,오산우체국,경인청,오산우체국,경기 오산시 성호대로 85 오산우체국,031-374-2001,0505-005-1397,09:00~18:00,09:00~16:30
41663,18146,오산원동우체국,경인청,오산우체국,경기 오산시 경기대로 95(원동 807-5),031-375-9004,031-374-5273,09:00~18:00,09:00~16:30
41985,17387,마장우체국,경인청,이천우체국,경기 이천시 마장면 오천로 66,031-632-2014,031-632-2004,09:00~18:00,09:00~16:30
41994,17419,장호원우체국,경인청,이천우체국,경기 이천시 장호원읍 샘재로 146,031-641-0014,031-642-2008,09:00~18:00,09:00~16:30
32164,27185,제천영천동우체국,충청청,제천우체국,충북 제천시 내제로 22 (영천동),043-648-6011,043-648-6012,09:00~18:00,09:00~16:30
40184,11778,의정부우체국,경인청,의정부우체국,경기 의정부시 추동로 88 (신곡동),031-877-0014,050-5005-1286,09:00~18:00,09:00~16:30
57303,55304,완주화산우체국,전북청,완주우체국,전북특별자치도 완주군 화산면 화산로 830-18,063-263-5000,063-262-7101,09:00~18:00,09:00~16:30
57312,55345,완주동상우체국,전북청,완주우체국,전북특별자치도 완주군 동상면 동상로 1412,063-243-9000,063-243-3644,09:00~18:00,09:00~16:30
51801,59699,여수문수동우체국,전남청,여수우체국,전남 여수시 좌수영로 321 (문수동),061-651-2100,061-651-2500,09:00~18:00,09:00~16:30
51810,59629,여수미평동우체국,전남청,여수우체국,전남 여수시 미평로 67 (미평동),061-652-6001,061-652-6011,09:00~18:00,09:00~16:30
51794,59763,여수봉산동우체국,전남청,여수우체국,전남 여수시 어항로 37 (봉산동),061-643-6105,061-642-1305,09:00~18:00,09:00~16:30
73727,36548,영양입암우체국,경북청,영양우체국,경북 영양군 입암면 입암로 92 (신구리),054-682-4001,054-682-2451,09:00~18:00,09:00~16:30
57410,55409,진안정천우체국,전북청,진안우체국,전북특별자치도 진안군 정천면 봉학로 73,063-432-6001,063-432-4428,09:00~18:00,09:00~16:30
57429,55402,진안주천우체국,전북청,진안우체국,전북특별자치도 진안군 주천면 동상주천로 2232,063-432-7001,063-432-4429,09:00~18:00,09:00~16:30
57438,55447,진안동향우체국,전북청,진안우체국,전북특별자치도 진안군 동향면 양지길 37,063-432-8001,063-432-4430,09:00~18:00,09:00~16:30
53056,59011,산이우체국,전남청,해남우체국,전남 해남군 산이면 비석길 74,061-532-4201,061-534-1256,09:00~18:00,09:00~16:30
57465,55416,진안부귀우체국,전북청,진안우체국,전북특별자치도 진안군 부귀면 신거석길 8,063-432-8901,063-432-4431,09:00~18:00,09:00~16:30
57456,55459,진안성수우체국,전북청,진안우체국,전북특별자치도 진안군 성수면 관진로 787,063-432-9101,063-432-4434,09:00~18:00,09:00~16:30
57401,55412,진안상전우체국,전북청,진안우체국,전북특별자치도 진안군 상전면 회사길 17-4,063-432-9901,063-432-4435,09:00~18:00,09:00~16:30
30268,28035,괴산우체국,충청청,괴산우체국,충북 괴산군 괴산읍 읍내로6길 18,043-834-6840,043-834-6849,09:00~18:00,09:00~16:30
31827,28050,청안우체국,충청청,괴산우체국,충북  괴산군 청안면 청안읍내로 36,043-836-9100,043-836-1915,09:00~18:00,09:00~16:30
31836,28063,청천우체국,충청청,괴산우체국,충북 괴산군 청천면 괴산로 1351,043-832-4100,043-832-1742,09:00~18:00,09:00~16:30
31845,28013,연풍우체국,충청청,괴산우체국,충북  괴산군 연풍면 중앙로 18-1,043-833-5100,043-833-5979,09:00~18:00,09:00~16:30
31854,27930,증평우체국,충청청,괴산우체국,충북 증평군 증평읍 중앙로 208,043-836-2001,043-836-1914,09:00~18:00,09:00~16:30
31863,28002,목도우체국,충청청,괴산우체국,충북  괴산군 불정면 목도로 44,043-833-7100,043-833-7979,09:00~18:00,09:00~16:30
33938,27903,도안우체국,충청청,괴산우체국,충북 증평군 도안면 화성로 55,043-836-8100,043-836-1917,09:00~18:00,09:00~16:30
33947,28046,괴산사리우체국,충청청,괴산우체국,충북  괴산군 사리면 모래재로 340,043-836-7100,043-836-4845,09:00~18:00,09:00~16:30
33956,28057,문광우체국,충청청,괴산우체국,충북 괴산군 문광면 광덕길 25,043-834-2100,043-833-2660,09:00~18:00,09:00~16:30
33965,28019,칠성우체국,충청청,괴산우체국,충북  괴산군 칠성면 도정로 57,043-832-5100,043-832-5335,09:00~18:00,09:00~16:30
33974,28009,장연우체국,충청청,괴산우체국,충북  괴산군 장연면 미선로 754,043-832-7100,043-832-7940,09:00~18:00,09:00~16:30
